BNF_CODE,CHEMICAL_SUBSTANCE_BNF_DESCR,BNF_DESCRIPTION,BNF_CHAPTER_PLUS_CODE
0302000C0AABXBX,Beclometasone dipropionate,Beclometasone 100microg/Formoterol 6microg/dose inh CFCfree,03: Respiratory System
0302000R0AAAAAA,Mometasone furoate,Mometasone 200micrograms/dose dry powder inhaler,03: Respiratory System
0304010ABAAADAD,Desloratadine,Desloratadine 2.5mg/5ml oral solution sugar free,03: Respiratory System
0304010ABBBACAD,Desloratadine,Neoclarityn 2.5mg/5ml oral solution,03: Respiratory System
0304010K0AAABAB,Cyproheptadine hydrochloride,Cyproheptadine 4mg tablets,03: Respiratory System
0401010ADAAAEAE,Melatonin,Melatonin 2mg capsules,04: Central Nervous System
040201030AAADAD,Risperidone,Risperidone 4mg tablets,04: Central Nervous System
040201060AAAVAV,Olanzapine,Olanzapine 20mg orodispersible tablets sugar free,04: Central Nervous System
0402010ABAAAVAV,Quetiapine,Quetiapine 50mg modified-release tablets,04: Central Nervous System
0402010T0BBAAAA,Zuclopenthixol hydrochloride,Clopixol 2mg tablets,04: Central Nervous System
0402010T0BBABAB,Zuclopenthixol hydrochloride,Clopixol 10mg tablets,04: Central Nervous System
0402010U0AAAQAQ,Sulpiride,Sulpiride 400mg tablets,04: Central Nervous System
0402030Q0BCABAB,Valproic acid,Belvo 500mg gastro-resistant tablets,04: Central Nervous System
0403010F0AAACAC,Clomipramine hydrochloride,Clomipramine 50mg capsules,04: Central Nervous System
0403030P0AAAGAG,Paroxetine hydrochloride,Paroxetine 10mg/5ml oral suspension sugar free,04: Central Nervous System
0403040W0CCACAE,Venlafaxine,Vencarm XL 150mg capsules,04: Central Nervous System
0404000M0BDAAAM,Methylphenidate hydrochloride,Concerta XL 18mg tablets,04: Central Nervous System
0404000M0BDAEAT,Methylphenidate hydrochloride,Concerta XL 27mg tablets,04: Central Nervous System
0404000M0BDAFAR,Methylphenidate hydrochloride,Concerta XL 54mg tablets,04: Central Nervous System
0404000R0AAACAC,Modafinil,Modafinil 200mg tablets,04: Central Nervous System
0404000S0AAABAB,Atomoxetine hydrochloride,Atomoxetine 40mg capsules,04: Central Nervous System
0406000AABCAAAB,Doxylamine succinate/pyridoxine hydrochloride,Xonvea 10mg/10mg gastro-resistant tablets,04: Central Nervous System
0406000P0AAADAD,Metoclopramide hydrochloride,Metoclopramide 5mg/5ml oral solution sugar free,04: Central Nervous System
040702040BPADAJ,Tramadol hydrochloride,Maxitram SR 200mg capsules,04: Central Nervous System
0407020A0BEACAF,Fentanyl,Matrifen 50micrograms/hour transdermal patches,04: Central Nervous System
0407020A0BVACAF,Fentanyl,Yemex 50micrograms/hour transdermal patches,04: Central Nervous System
0407020ADAAAGAG,Oxycodone hydrochloride,Oxycodone 20mg modified-release tablets,04: Central Nervous System
0407020ADBEADAH,Oxycodone hydrochloride,Longtec 40mg modified-release tablets,04: Central Nervous System
0407020ADBLACAR,Oxycodone hydrochloride,Oxeltra 30mg modified-release tablets,04: Central Nervous System
0407020ADBLAGAS,Oxycodone hydrochloride,Oxeltra 15mg modified-release tablets,04: Central Nervous System
0407020ADBLAHAG,Oxycodone hydrochloride,Oxeltra 20mg modified-release tablets,04: Central Nervous System
0407020AFBBAAAA,Oxycodone hydrochloride/naloxone hydrochloride,Targinact 10mg/5mg modified-release tablets,04: Central Nervous System
0407020AFBBABAB,Oxycodone hydrochloride/naloxone hydrochloride,Targinact 20mg/10mg modified-release tablets,04: Central Nervous System
0407020AFBBACAC,Oxycodone hydrochloride/naloxone hydrochloride,Targinact 5mg/2.5mg modified-release tablets,04: Central Nervous System
0407020B0BMAAAH,Buprenorphine,Sevodyne 5micrograms/hour transdermal patches,04: Central Nervous System
0407020Q0AAEGEG,Morphine sulfate,Morphine 30mg modified-release capsules,04: Central Nervous System
0407020Q0BBAKCG,Morphine sulfate,MST Continus 5mg tablets,04: Central Nervous System
0407020Q0BKACEH,Morphine sulfate,Zomorph 60mg modified-release capsules,04: Central Nervous System
0408010ADAAACAC,Zonisamide,Zonisamide 50mg capsules,04: Central Nervous System
0408010AKAAACAC,Perampanel,Perampanel 6mg tablets,04: Central Nervous System
0408010C0BBAAAB,Carbamazepine,Tegretol 100mg tablets,04: Central Nervous System
0408010C0BBAEAG,Carbamazepine,Tegretol Prolonged Release 200mg tablets,04: Central Nervous System
0409010H0AAABAB,Ropinirole hydrochloride,Ropinirole 1mg tablets,04: Central Nervous System
0409010H0AAAHAH,Ropinirole hydrochloride,Ropinirole 500microgram tablets,04: Central Nervous System
0409010K0BBANAF,Co-beneldopa (Benserazide/levodopa),Madopar CR capsules,04: Central Nervous System
0409020S0AAAHAH,Procyclidine hydrochloride,Procyclidine 5mg/5ml oral solution sugar free,04: Central Nervous System
0409030R0AAAAAA,Riluzole,Riluzole 50mg tablets,04: Central Nervous System
0410020B0BCACAR,Nicotine,Nicotinell TTS 30 patches,04: Central Nervous System
0501013K0AAAGAG,Co-amoxiclav (Amoxicillin/clavulanic acid),Co-amoxiclav 250mg/62mg/5ml oral suspension sugar free,05: Infections
0501021L0AAAGAG,Cefalexin,Cefalexin 250mg tablets,05: Infections
0501050B0AAAAAA,Clarithromycin,Clarithromycin 250mg tablets,05: Infections
0501060D0AAABAB,Clindamycin hydrochloride,Clindamycin 150mg capsules,05: Infections
0501120L0AAAAAA,Ciprofloxacin,Ciprofloxacin 250mg tablets,05: Infections
0601023AVBBAAAA,Saxagliptin/dapagliflozin,Qtern 5mg/10mg tablets,06: Endocrine System
0601023AWBBABAB,Semaglutide,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,06: Endocrine System
0601060D0DKAAA0,Glucose blood testing reagents,TRUEyou testing strips,06: Endocrine System
0604011G0BLABBN,Estradiol,Progynova TS 100micrograms/24hours transdermal patches,06: Endocrine System
0604012P0BCAAAA,Norethisterone,Utovlan 5mg tablets,06: Endocrine System
0605010S0BEALBW,Somatropin,Norditropin FlexPro 10mg/1.5ml inj pre-filled pens,06: Endocrine System
0605010S0BEAMBT,Somatropin,Norditropin FlexPro 15mg/1.5ml inj pre-filled pens,06: Endocrine System
0605020E0BJAABL,Desmopressin acetate,DesmoMelt 120microgram oral lyophilisates,06: Endocrine System
0606020R0AAAAAA,Risedronate sodium,Risedronate sodium 5mg tablets,06: Endocrine System
0702020E0AAAAAA,Clindamycin phosphate,Clindamycin 2% vaginal cream,"07: Obstetrics, Gynaecology and Urinary-Tract Disorders"
0703010F0BRAAAE,Combined ethinylestradiol 30mcg,Millinette 30microgram/75microgram tablets,"07: Obstetrics, Gynaecology and Urinary-Tract Disorders"
0704010W0AAAAAA,Solifenacin/tamsulosin,Solifenacin 6mg / Tamsulosin 400microgram MR tab,"07: Obstetrics, Gynaecology and Urinary-Tract Disorders"
0704020N0BFAAAC,Tolterodine,Neditol XL 4mg capsules,"07: Obstetrics, Gynaecology and Urinary-Tract Disorders"
0802020G0BCACAF,Ciclosporin,Neoral 50mg capsules,08: Malignant Disease and Immunosuppression
0802020T0BBABAB,Tacrolimus,Prograf 1mg capsules,08: Malignant Disease and Immunosuppression
0802020T0BBADAF,Tacrolimus,Prograf 500microgram capsules,08: Malignant Disease and Immunosuppression
0803042W0BBAAAA,Triptorelin,Decapeptyl SR 11.25mg inj vials,08: Malignant Disease and Immunosuppression
090101100BBBNA0,Other oral iron preparations,Spatone Original 20ml sachets,09: Nutrition and Blood
0902013S0AAAPAP,Sodium bicarbonate,Sodium bicarbonate 600mg tablets,09: Nutrition and Blood
0902021S0AAACAC,Sodium chloride,Sodium chloride 0.9% solution for injection 10ml ampoules,09: Nutrition and Blood
090401000BBNMA0,Other food for special diet preparations,Nutramigen PurAmino powder,09: Nutrition and Blood
090401000BBUXA0,Other food for special diet preparations,Nutramigen 3 with LGG powder,09: Nutrition and Blood
090402000BBIBA0,Enteral nutrition,Osmolite Plus liquid,09: Nutrition and Blood
090402000BBJSA0,Enteral nutrition,PaediaSure Plus liquid unflavoured,09: Nutrition and Blood
090402000BBLKA0,Enteral nutrition,PaediaSure Plus liquid (3 flavours),09: Nutrition and Blood
090402000BBYRA0,Enteral nutrition,Aymes 2.0kcal liquid (3 flavours),09: Nutrition and Blood
090402000BBZZA0,Enteral nutrition,Aymes Shake Compact powder 57g sachets strawberry,09: Nutrition and Blood
090402000BDAPA0,Enteral nutrition,Aymes ActaGain 2.4 Complete Maxi liquid (3 flavours),09: Nutrition and Blood
090402000BDBMBE,Enteral nutrition,Altraplen Energy liquid (4 flavours),09: Nutrition and Blood
0905030G0AABCBC,Sodium fluoride,Sodium fluoride 0.05% mouthwash sugar free,09: Nutrition and Blood
0905030G0AABYBY,Sodium fluoride,Sodium fluoride 1.1% dental paste sugar free,09: Nutrition and Blood
0906040G0AADUDU,Colecalciferol,"Colecalciferol 50,000units/1ml soln ud amp sugar free",09: Nutrition and Blood
0906040N0AAA1A1,Ergocalciferol,Calcium and Ergocalciferol tablets,09: Nutrition and Blood
090900000BBKQA0,Other food preparations,SMA Althera powder,09: Nutrition and Blood
1002010Q0AAABAB,Pyridostigmine bromide,Pyridostigmine bromide 60mg tablets,10: Musculoskeletal and Joint Diseases
1002020J0AAAAAA,Dantrolene sodium,Dantrolene 25mg capsules,10: Musculoskeletal and Joint Diseases
1003020AFBBABAA,Diclofenac diethyl,Voltarol 1.16% Emulgel P,10: Musculoskeletal and Joint Diseases
1003020W0AAABAB,Heparinoid,Salicylic acid 2% / Mucopolysaccharide polysulfate 0.2% crm,10: Musculoskeletal and Joint Diseases
1103010B0AAAAAA,Ciprofloxacin,Ciprofloxacin 0.3% eye drops,11: Eye
1104010I0BFAAAP,Dexamethasone,Tobradex 3mg/ml / 1mg/ml eye drops,11: Eye
1104020M0AAAAAA,Lodoxamide trometamol,Lodoxamide 0.1% eye drops,11: Eye
1106000AEBBAAAA,Travoprost,Travatan 40micrograms/ml eye drops,11: Eye
1106000AJAAAAAA,Brinzolamide and timolol,Brinzolamide 10mg/ml / Timolol 5mg/ml eye drops,11: Eye
1106000X0AAAEAE,Pilocarpine hydrochloride,Pilocarpine hydrochloride 4% eye drops,11: Eye
1106000Z0AAAQAQ,Timolol,Timolol 0.5% eye gel,11: Eye
1106000Z0BBAFAQ,Timolol,Timoptol-LA 0.5% ophthalmic gel-forming solution,11: Eye
1108010B0BBABAC,Carbomer 940/980,Viscotears 2mg/g eye gel 0.6ml unit dose,11: Eye
1202010M0BCAAAC,Fluticasone propionate (Nasal),Nasofan 50micrograms/dose aqueous nasal spray,"12: Ear, Nose and Oropharynx"
1202010T0BBAAAA,Triamcinolone acetonide,Nasacort 55micrograms/dose nasal spray,"12: Ear, Nose and Oropharynx"
130201100BBBAAN,Emollient bath and shower preparations,Dermol Wash cutaneous emulsion,13: Skin
1302011L0BKAEAI,Light liquid paraffin,Oilatum Emollient,13: Skin
1302020D0BBAAAC,Dimeticone (Barrier),Conotrane cream,13: Skin
1304000D0BDABCA,Betamethasone esters,Lotriderm cream,13: Skin
1305030C0AAACAC,Tacrolimus,Tacrolimus 0.03% ointment,13: Skin
1307000M0AAAVAV,Salicylic acid,Salicylic acid 12% / Lactic acid 4% gel,13: Skin
130801000BBLIA0,Other sunscreening preparations,Sunsense ultra lotion SPF 50+,13: Skin
1309000I0BBAAAA,Ketoconazole,Nizoral 2% shampoo,13: Skin
1310012K0BCAAAR,Metronidazole,Metrogel 0.75% gel,13: Skin
1310020T0BBAAAA,Tioconazole,Trosyl 283mg/ml nail solution,13: Skin
1313010S0BBABAA,Medicated stockings,Zipzoc stockings,13: Skin
1404000ADBCAAAB,Hepatitis A/typhoid vaccine,ViATIM vacc inj 1ml pre-filled syringes,14: Immunological Products and Vaccines
1404000F0BLAAAW,Diphtheria,Revaxis vacc inj 0.5ml pre-filled syringes,14: Immunological Products and Vaccines
1404000S0BEAAAD,Typhoid,Typhim Vi 25micrograms/0.5ml vacc inj pre-filled syringes,14: Immunological Products and Vaccines
190205500BCEUA0,Other toiletry preparations,Oilatum scalp treatment shampoo,19: Other Drugs and Preparations
20090000530,Stockinette,Tubifast 2-way stretch stockinette 10.75cm,20: Dressings
20090000980,Stockinette,Skinnies Viscose stockinette clava 6 months-5 years,20: Dressings
20090000991,Stockinette,Skinnies Viscose stockinette body suit 3-6 months,20: Dressings
20090001002,Stockinette,Skinnies Viscose stockinette mittens up to 24 months,20: Dressings
21020000877,Catheters,SpeediCath catheter male 16Ch-18Ch,21: Appliances
21020000881,Catheters,SpeediCath catheter female 10Ch-14Ch,21: Appliances
21020001149,Catheters,VaPro Pocket hydrophilic catheter male 10Ch-16Ch,21: Appliances
21020001197,Catheters,SpeediCath Compact Eve catheter female 10Ch-14Ch,21: Appliances
21140000023,Lubricant Gels,OptiLube Active CHG Free sterile lubricating jelly,21: Appliances
21200000041,Venous Ulcer Compression System,Activa Leg Ulcer Hosiery Kit (10mmHg) closed toe compression liner pack medium,21: Appliances
21200000042,Venous Ulcer Compression System,Activa Leg Ulcer Hosiery Kit (10mmHg) closed toe compression liner pack large,21: Appliances
21200000047,Venous Ulcer Compression System,Activa Leg Ulcer Hosiery Kit (10mmHg) open toe compression liner pack large,21: Appliances
21210000022,Dry Mouth Products,Oralieve moisturising mouth spray,21: Appliances
21210000024,Dry Mouth Products,Saliveze mouth spray,21: Appliances
21220000251,Emollients,Epimax isomol gel,21: Appliances
21230000100,Vaginal Moisturisers,ReplensMD vaginal moisturiser unit dose,21: Appliances
21270000410,Lymphoedema Garments,Mediven for men class 2 (23-32mmHg) below knee closed toe,21: Appliances
21300000116,Eye Products,Lumecare Singles Hypromellose 0.3% eye drops 0.5ml unit dose preservative free,21: Appliances
21300000182,Eye Products,Thealoz Duo eye drops preservative free,21: Appliances
21300000211,Eye Products,VIZcellose 1% eye drops preservative free,21: Appliances
21300000311,Eye Products,PF Drops Sodium Hyaluronate 0.4% eye drops preservative free,21: Appliances
21300000703,Eye Products,Artelac Nighttime 0.2% eye gel,21: Appliances
22600956002,Night Drainage Bags,Prosys single use non-sterile drainable night drainage bag,22: Incontinence Appliances
23800108009,Skin Fillers And Protectives,Adapt paste,23: Stoma Appliances
0101010G0BCABAB,Co-magaldrox (Magnesium/aluminium hydroxide),Mucogel oral suspension,01: Gastro-Intestinal System
0101021B0BEACAH,Alginic acid compound preparations,Gaviscon Original Aniseed Relief,01: Gastro-Intestinal System
0103040M0AAAAAA,Misoprostol,Misoprostol 200microgram tablets,01: Gastro-Intestinal System
0103050P0AABEBE,Omeprazole,Omeprazole 40mg gastro-resistant tablets,01: Gastro-Intestinal System
0104020L0AAABAB,Loperamide hydrochloride,Loperamide 1mg/5ml oral solution sugar free,01: Gastro-Intestinal System
0105010B0BCAFAT,Mesalazine (Systemic),Pentasa 2g modified-release granules sachets,01: Gastro-Intestinal System
0106060B0AAAAAA,Naloxegol,Naloxegol 12.5mg tablets,01: Gastro-Intestinal System
0106060B0AAABAB,Naloxegol,Naloxegol 25mg tablets,01: Gastro-Intestinal System
0202020U0BBABAB,Torasemide,Torem 5mg tablets,02: Cardiovascular System
0202030C0AAACAC,Amiloride hydrochloride,Amiloride 5mg tablets,02: Cardiovascular System
0204000ABAAADAD,Nebivolol,Nebivolol 1.25mg tablets,02: Cardiovascular System
0204000K0AAACAC,Metoprolol tartrate,Metoprolol 100mg tablets,02: Cardiovascular System
0205052AEAAABAB,Sacubitril/valsartan,Sacubitril 97mg / Valsartan 103mg tablets,02: Cardiovascular System
0205052C0BBAEAH,Candesartan cilexetil,Amias 32mg tablets,02: Cardiovascular System
0205052W0AAABAB,Eprosartan,Eprosartan 400mg tablets,02: Cardiovascular System
0206010K0AAAGAG,Isosorbide mononitrate,Isosorbide mononitrate 40mg modified-release tablets,02: Cardiovascular System
0206020C0BFAJAX,Diltiazem hydrochloride,Adizem-XL 200mg capsules,02: Cardiovascular System
0206020R0AAAPAP,Nifedipine,Nifedipine 60mg modified-release tablets,02: Cardiovascular System
0206040AGAAACAC,Pentoxifylline,Pentoxifylline 400mg modified-release tablets,02: Cardiovascular System
0208010D0AAADAD,Enoxaparin,Enoxaparin sodium 80mg/0.8ml inj pre-filled syringes,02: Cardiovascular System
0302000N0AABLBL,Fluticasone propionate (Inhalation),Fluticasone 50microg / Formoterol 5microg/dose inh CFC free,03: Respiratory System
0302000N0BGABBF,Fluticasone propionate (Inhalation),AirFluSal 25micrograms/dose / 125micrograms/dose inhaler,03: Respiratory System
0401010P0AAACAC,Lormetazepam,Lormetazepam 1mg tablets,04: Central Nervous System
0402010J0AAAIAI,Haloperidol,Haloperidol 500microgram tablets,04: Central Nervous System
0402010J0AAAJAJ,Haloperidol,Haloperidol 1.5mg tablets,04: Central Nervous System
0402010X0AAAKAK,Trifluoperazine,Trifluoperazine 5mg/5ml oral solution sugar free,04: Central Nervous System
0403030E0AAALAL,Fluoxetine hydrochloride,Fluoxetine 10mg capsules,04: Central Nervous System
0406000S0AAAMAM,Ondansetron hydrochloride,Ondansetron 4mg orodispersible films sugar free,04: Central Nervous System
0407010H0AADPDP,Paracetamol,Paracetamol 500mg/5ml oral solution sugar free,04: Central Nervous System
0407020ADBBAAAA,Oxycodone hydrochloride,OxyNorm liquid 5mg/5ml oral solution,04: Central Nervous System
0407020AGAAACAC,Tapentadol hydrochloride,Tapentadol 50mg modified-release tablets,04: Central Nervous System
0407020AGAAAFAF,Tapentadol hydrochloride,Tapentadol 200mg modified-release tablets,04: Central Nervous System
0407020Q0BKADEB,Morphine sulfate,Zomorph 100mg modified-release capsules,04: Central Nervous System
0407041ABAAAAAA,Frovatriptan,Frovatriptan 2.5mg tablets,04: Central Nervous System
0407041T0BBAHAH,Sumatriptan succinate,Imigran 10mg nasal spray,04: Central Nervous System
040801050AAAUAU,Topiramate,Topiramate 15mg capsules,04: Central Nervous System
0408010U0AAAXAX,Primidone,Primidone 50mg tablets,04: Central Nervous System
0409010H0AAAKAK,Ropinirole hydrochloride,Ropinirole 2mg modified-release tablets,04: Central Nervous System
0409010H0BBAHAL,Ropinirole hydrochloride,ReQuip XL 4mg tablets,04: Central Nervous System
0409010N0BBAEAE,Co-careldopa (Carbidopa/levodopa),Sinemet CR 50mg/200mg tablets,04: Central Nervous System
0409010W0AAADAD,Pramipexole,Pramipexole 350microgram tablets,04: Central Nervous System
0410020B0AAAQAQ,Nicotine,Nicotine 14mg/24hours transdermal patches,04: Central Nervous System
0501030L0BBABAB,Lymecycline,Tetralysal 300 capsules,05: Infections
0501050H0AAABAB,Erythromycin ethylsuccinate,Erythromycin ethyl succinate 250mg/5ml oral suspension,05: Infections
0501130H0AAAAAA,Methenamine hippurate,Methenamine hippurate 1g tablets,05: Infections
0501130R0AAACAC,Nitrofurantoin,Nitrofurantoin 25mg/5ml oral suspension sugar free,05: Infections
0601012Z0AAABAB,Insulin degludec,Insulin degludec 100units/ml inj 3ml pf dispos dev,06: Endocrine System
0601012Z0BBAAAA,Insulin degludec,Tresiba Penfill 100units/ml inj 3ml cartridges,06: Endocrine System
